sheet,name,brand_usp,ingredients,serving_size_g,allergens,shelf_life,small_pack_g,large_pack_g,manufacturer,mrp,status,grammage,energy_kcal,protein_g,carbohydrate_g,total_sugar_g,added_sugar_g,dietary_fibre_g,total_fat_g,saturated_fat_g,unsaturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,energy_pct,protein_pct,added_sugar_pct,dietary_fibre_pct,total_fat_pct,saturated_fat_pct,trans_fat_pct,sodium_pct,calcium_pct
Launched products,Peri Peri Ragi Chips,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No Palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).
 
Seasoning: Spices & spice extracts (red chilli powder, dehydrated garlic powder, onion, ginger powder), tamarind, dried oregano, sugar, dextrose, maltodextrin, acidity regulator (INS 330), anticaking agent (INS 170 (i)), flavour enhancers (INS 627, INS 631), paprika oleoresin (INS 160c). 

CONTAINS NATURE IDENTICAL FLAVOUR -PERI PERI.",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED 
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","50 for 57g                                   (per gm-0.87)

145 for 180g                                (per gm-0.8)

45/- for 35g                            (per gm- 1.28)",not_launched,65,312.07,6.37,41.12,2.11,,6.56,13.56,3.88,,0.06,0.65,499.67,101.211,,,,,,,,,
Launched products,Peri Peri Ragi Chips,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No Palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).
 
Seasoning: Spices & spice extracts (red chilli powder, dehydrated garlic powder, onion, ginger powder), tamarind, dried oregano, sugar, dextrose, maltodextrin, acidity regulator (INS 330), anticaking agent (INS 170 (i)), flavour enhancers (INS 627, INS 631), paprika oleoresin (INS 160c). 

CONTAINS NATURE IDENTICAL FLAVOUR -PERI PERI.",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED 
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","50 for 57g                                   (per gm-0.87)

145 for 180g                                (per gm-0.8)

45/- for 35g                            (per gm- 1.28)",not_launched,70,336.07,6.86,44.28,2.28,0.7,7.07,14.6,4.17,,0.07,0.7,538.11,108.99,,,,,,,,,
Launched products,Peri Peri Ragi Chips,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No Palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).
 
Seasoning: Spices & spice extracts (red chilli powder, dehydrated garlic powder, onion, ginger powder), tamarind, dried oregano, sugar, dextrose, maltodextrin, acidity regulator (INS 330), anticaking agent (INS 170 (i)), flavour enhancers (INS 627, INS 631), paprika oleoresin (INS 160c). 

CONTAINS NATURE IDENTICAL FLAVOUR -PERI PERI.",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED 
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","50 for 57g                                   (per gm-0.87)

145 for 180g                                (per gm-0.8)

45/- for 35g                            (per gm- 1.28)",not_launched,100,480.11,9.8,63.27,3.26,1,10.1,20.87,5.97,,0.1,1,768.73,155.71,24,18.2,2,33.7,31.2,27.1,5,38.4,15.6
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,30,162,1.8,17,0.3,,2.2,9.9,4.7,,0,,130,58,8.1,3.3,,7.3,14.8,21.3,,6.5,5.8
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,40,216,2.4,22.6,0.4,,2.92,13.2,6.24,,0,,173.3,77.3,,,,,,,,,
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,45,243,2.7,25.49,0.45,,3.28,14.85,7.02,,0,,194.98,86.98,,,,,,,,,
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,55,297,3.3,31.1,0.5,,4,18.15,8.6,,0,,238.3,106.3,,,,,,,,,
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,57,307.8,3.42,32.29,0.57,,4.16,18.81,8.89,,0,,246.98,110.18,,,,,,,,,
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,70,378,4.2,39.66,0.7,,5.11,23.1,10.92,,0,,303.31,135.31,,,,,,,,,
Launched products,Ragi chips Desi Masala,Source of Calcium | Rich in Dietary Fibre | Source of Protein | No palm Oil,"Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning: Spices & spice extracts (red chilli powder, dry mango powder, pudina flavour, tomato flavour, black salt), maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 170(i)), flavour enhancers (INS 627, INS 631), paprika oleoresin ( INS 160c).
CONTAINS NATURE IDENTICAL FLAVOUR -TOMATO & PUDINA.",30,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",4 months,57,180,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No.11517020000417","50 for 57g  (per gm-0.87)

145 for 180g (per gm-0.8)",not_launched,100,540,6,56.66,1,,7.3,33,15.6,,0,,433.3,193.3,27,11.1,,24.3,49.3,70.9,,21.7,19.3
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,18,82.08,1.53,13.14,0.61,0,1,2.61,1.22,,0,0,132.2,,4.1,2.8,,3.3,4,5.5,,6.6,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,25,114,2.12,18.25,0.85,0,1.37,3.62,1.76,,0,0,183.6,,5.7,3.9,,4.6,5.4,7.7,,9.2,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,26,118.56,2.21,18.9,0.88,0,1.43,3.77,1.76,,0,0,191,,5.9,4.1,,4.7,5.6,8,,9.5,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,30,136.8,2.55,21.9,1.02,0,1.65,4.35,2.04,,0,0,220.38,,6.8,4.7,,5.5,6.5,9.3,,11,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,35,159.6,2.97,25.55,1.19,0,1.92,5.07,2.38,,0,0,257.11,,8,5.5,,6.4,7.6,10.8,,12.9,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,38,173.28,3.23,27.74,1.292,0,2.09,5.51,2.54,,0,0,279.14,,8.7,6,,7,8.2,11.8,,14,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,40,182.4,3.4,29.2,1.36,0,2.2,5.8,2.7,,0,0,293.84,,,,,,,,,,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,60,273.6,5.1,43.8,2.04,0,3.3,8.7,4.08,,0,0,440.76,,,,,,,,,,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,100,456,8.5,73,3.4,0,5.5,14.5,6.8,,0,0,734.6,,22.8,15.7,,18.3,21.6,31,,36.7,
Launched products,Nacho Cheese Jowar Puffs,No palm oil | Source of protein | Source of dietary fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt.

Seasoning: Cheese powder, milk solids, spices & spice extracts (black pepper), acidity regulator (INS 330), anticaking agents (INS 341 (iii), INS 551), flavour enhancers (INS 627, INS 631). 
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",35,"Contains milk & milk products. Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame.",3 months,35,105,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","40 for 38g (1.05/- per gm)

115 for 105g (per gm-1.10/-)",not_launched,105,478.8,8.925,76.65,3.57,0,5.775,15.225,7.14,,0,0,771.3,,,,,,,,,,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,23,112.38,0.78,14.84,0.34,0,1.15,5.3,1.32,,0,0,109.8,,5.6,1.4,0,3.8,7.9,6,0,5.5,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,25,122.15,0.85,16.125,0.37,0,1.25,5.75,1.44,,0,0,119.4,,6.1,1.6,0,4.16,8.58,6.56,0,5.97,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,30,146.6,1.02,19.4,0.45,0,1.5,6.5,1.73,,0,0,143.28,,7.33,1.9,0,5,10.3,7.9,0,7.2,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,40,195.44,1.36,25.8,0.6,0,2,9.2,2.31,,0,0,191.04,,9.8,2.5,0,6.7,13.7,10.5,0,9.55,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,65,317.59,2.21,41.92,0.97,0,3.25,14.95,3.75,,0,0,310.44,,,,,,,,,,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,70,342.02,2.38,45.15,1.05,0,3.5,16.1,4.04,,0,0,334.32,,17.2,4.4,0,11.7,24,18.4,0,16.7,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,72,351.8,2.448,46.4,1.08,0,3.6,16.56,4.16,,0,0,343.87,,,,,,,,,,
Launched products,Banana Chips,No Palm Oil | Source of Dietary fibre," Raw bananas, edible vegetable oil (rice bran oil), iodised salt and anticaking agent (INS 551).",30,,6 months,65,," 
 
         
Tierra Food India PVT. LTD.
Kinfra Food Processing Park
Elamanoor P.O.Adoor 
Pathanamthitta, Kerala- 691524

Fssai Lic. No. 10019041002004"," 
         
65gm for 70/- (per gm 1.07/-)",not_launched,100,488.6,3.4,64.5,1.5,0,5,23,5.78,,0,0,477.6,,24.4,6.3,0,16.7,34.3,26.3,0,23.9,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,15,67.84,1.21,10.14,1.73,1.73,1.15,2.49,1.25,1.22,0,0,146.35,,3.4,2.2,3.5,3.8,3.7,5.7,,7.3,
